X,Y,full_id,osm_id,osm_type,amenity,wheelchair,covered,name,network,opening_hours,operator,website,description,layer,location,contact:website,kids,source:alt_name,alt_name
7.4472469,46.9724569,n6533900722,"6533900722",node,bicycle_rental,,,Mobile Station 8,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch/,,,,,,website,Rossfeld
7.4544493,46.958112,n6533905875,"6533905875",node,bicycle_rental,,,Mobile Station 6,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch/,,,,,,website,Breitenrainplatz
7.4664678,46.9334236,n6554861025,"6554861025",node,bicycle_rental,,,Elfenau,Velohauptstadt,24/7,Publibike,https://www.publibike.ch/,,,,,,,
7.4527606,46.9424005,n6935614883,"6935614883",node,bicycle_rental,,,Luisenstrasse,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4532785,46.9748199,n6939818206,"6939818206",node,bicycle_rental,,,Spital Tiefenau,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4451912,46.947344,n6944374693,"6944374693",node,bicycle_rental,,,Nationalbank,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.416567,46.9516784,n6944991047,"6944991047",node,bicycle_rental,,,Forsthaus KVA / TBA,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4222664,46.9446516,n6944992410,"6944992410",node,bicycle_rental,,,Loryplatz,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4633768,46.9435848,n6948006221,"6948006221",node,bicycle_rental,,,Egelsee,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4696891,46.9394354,n6948006222,"6948006222",node,bicycle_rental,,,Elfenauweg,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4555814,46.9468174,n6949618912,"6949618912",node,bicycle_rental,,,,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4674878,46.9525381,n6952471929,"6952471929",node,bicycle_rental,,,Ostermundigerstrasse,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.4508642,46.9571439,n6952561244,"6952561244",node,bicycle_rental,,,Breitenrainstrasse,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.3994263,46.9442374,n6982333664,"6982333664",node,bicycle_rental,,,Stöckacker Migros,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
7.3914854,46.9523647,n6982333665,"6982333665",node,bicycle_rental,,,Melchiorstrasse,Velohauptstadt,24/7,PubliBike,https://www.publibike.ch,,,,,,,
